ID,income,firstDate,lastDate,amount,freqSales,saleSizeCode,starCustomer,lastSale,avrSale,class
8455,0,8611,9512,0.25,2,E,X,10,6.63,1
8456,1,9410,9601,0.26,4,D,X,7,5.35,1
8457,4,9507,9507,0.05,1,G,0,25,25,1
8458,3,9310,9602,0.13,3,F,0,20,13,1
8459,6,8611,9510,0.2,2,F,X,20,12.53,1
8460,0,8701,9601,0.2,3,E,X,10,6.48,1
8461,4,9402,9602,0.24,4,F,X,15,9.33,1
8462,5,9301,9512,0.12,1,G,0,25,21.66,1
8463,4,9211,9511,0.14,3,F,0,20,13.66,1
8464,6,9510,9510,0.07,1,F,0,15,15,1
8465,0,9103,9601,0.37,4,E,X,11,7.36,1
8466,6,8609,9602,0.24,2,E,X,13,11.33,1
8467,7,9401,9509,0.15,3,G,X,25,11.6,1
8468,0,8608,9512,0.3,3,D,X,5,4.4,1
8469,4,9009,9504,0.09,1,G,0,50,26.2,1
8470,5,9502,9512,0.2,4,E,X,10,8.2,1
8471,4,9109,9603,0.29,4,G,X,30,15.7,1
8472,1,8910,9702,0.31,2,F,X,13,10.78,1
8473,0,8712,9607,0.25,1,E,X,12,14.1,1
8474,2,9510,9603,0.11,2,F,0,16,13,1
8475,0,8609,9603,0.19,4,F,X,10,8.35,1
8476,3,8901,9509,0.25,2,G,X,15,16.66,1
8477,3,8909,9511,0.12,2,F,X,15,10.85,1
8478,0,9603,9603,0.08,1,F,0,20,20,1
8479,0,8612,9512,0.23,1,E,X,10,8.05,1
8480,0,8809,9509,0.11,1,G,0,30,15.71,1
8481,7,9409,9504,0.08,1,F,0,15,15,1
8482,7,9301,9602,0.27,4,D,X,9,6.7,1
8483,2,8704,9508,0.22,2,F,0,18,11.76,1
8484,6,9506,9512,0.13,3,E,0,10,6.66,1
8485,2,9011,9511,0.26,3,G,X,30,16.35,1
8486,4,8610,9510,0.46,1,E,X,12,8.36,1
8487,5,9203,9512,0.15,2,F,0,10,11.62,1
8488,5,9402,9611,0.18,3,E,0,5,7.28,1
8489,4,8809,9603,0.26,2,E,X,6,9.27,1
8490,5,8706,9506,0.11,1,F,X,20,14.85,1
8491,1,8608,9611,0.26,3,D,X,5,4.71,1
8492,7,9102,9603,0.18,3,E,X,10,7.9,1
8493,0,9110,9602,0.15,1,F,0,17,10.62,1
8494,2,9004,9511,0.25,4,D,X,5,4.86,1
8495,2,9301,9511,0.12,1,F,X,20,11.66,1
8496,4,8703,9511,0.29,2,G,X,25,17.16,1
8497,3,9110,9511,0.19,2,E,0,10,8.5,1
8498,7,9309,9512,0.22,2,F,0,15,9.44,1
8499,4,9412,9611,0.13,2,F,X,15,12.5,1
8500,0,9410,9509,0.14,3,E,X,5,5.25,1
8501,1,9410,9512,0.09,2,F,0,20,11.66,1
8502,1,9003,9512,0.23,2,F,X,10,12.64,1
8503,2,8710,9511,0.31,4,D,X,6,4.86,1
8504,0,9303,9601,0.13,2,F,X,20,13.66,1
8505,0,8710,9603,0.24,2,F,X,24,14.1,1
8506,6,9103,9601,0.33,4,E,X,7,7.15,1
8507,4,9310,9511,0.2,3,F,X,18,11.37,1
8508,4,9602,9602,0.07,1,F,0,17,17,1
8509,2,8707,9512,0.2,2,E,X,12,7,1
8510,3,9302,9507,0.11,1,F,0,15,10.5,1
8511,1,9501,9610,0.13,2,F,X,20,13.75,1
8512,3,9602,9602,0.07,1,F,0,20,20,1
8513,1,9409,9507,0.07,1,G,0,25,15,1
8514,5,8703,9602,0.41,4,E,X,10,8.8,1
8515,5,9409,9601,0.25,4,D,X,7,5.2,1
8516,4,8703,9605,0.12,1,F,X,10,9.78,1
8517,0,8703,9506,0.24,1,G,X,25,14.5,1
8518,2,9111,9504,0.09,1,G,0,30,23,1
8519,4,9010,9603,0.12,2,F,0,11,8.6,1
8520,4,8609,9702,0.4,1,G,X,15,13.73,1
8521,2,9602,9602,0.07,1,G,0,25,25,1
8522,3,8701,9512,0.15,1,G,X,50,20.41,1
8523,6,9512,9512,0.07,1,G,0,25,25,1
8524,7,9501,9610,0.25,4,E,X,0,8.57,1
8525,0,8703,9510,0.2,3,E,X,12,8.85,1
8526,2,9209,9601,0.21,3,E,0,11,7.6,1
8527,5,9502,9511,0.09,1,F,0,15,14,1
8528,0,8612,9701,0.22,2,G,X,25,12.42,1
8529,2,8610,9601,0.24,2,F,X,20,7.53,1
8530,4,9104,9512,0.16,2,G,X,25,15,1
8531,3,8909,9512,0.21,1,E,X,11,10.4,1
8532,4,9109,9601,0.19,2,E,X,13,9.9,1
8533,2,8704,9509,0.47,3,D,X,6,5.55,1
8534,6,8911,9512,0.29,3,D,X,6,4,1
8535,3,8704,9603,0.42,3,F,X,20,14.88,1
8536,0,9209,9504,0.09,1,F,0,20,14.25,1
8537,6,8804,9603,0.28,1,E,X,10,10.19,1
8538,0,9109,9509,0.15,4,F,X,16,13.5,1
8539,7,9403,9507,0.14,2,F,0,15,9.8,1
8540,5,9301,9612,0.14,3,E,0,5,7.85,1
8541,3,9411,9504,0.09,1,F,0,15,12.5,1
8542,2,9506,9511,0.09,2,F,0,15,15,1
8543,5,9603,9603,0.11,1,F,0,18,18,1
8544,7,9209,9602,0.22,3,E,X,10,6.81,1
8545,3,9103,9506,0.1,1,F,0,21,11,1
8546,3,9204,9601,0.26,3,D,0,6,6.21,1
8547,5,9104,9602,0.18,2,E,X,12,9.1,1
8548,4,8911,9506,0.12,1,G,0,30,18.57,1
8549,7,9001,9603,0.12,1,F,0,22,12.57,1
8550,5,9506,9601,0.09,2,F,0,21,18,1
8551,2,9303,9602,0.25,4,E,X,5,7.73,1
8552,7,9310,9509,0.05,1,G,0,25,22.5,1
8553,7,9202,9511,0.18,3,G,0,21,15.8,1
8554,5,8705,9601,0.13,3,F,0,17,14.22,1
8555,3,9103,9509,0.36,1,F,X,20,9.4,1
8556,4,8612,9602,0.16,1,F,X,10,9.33,1
8557,4,9401,9512,0.23,3,E,X,10,5.75,1
8558,2,8704,9601,0.39,1,E,X,12,4,1
8559,2,8904,9511,0.15,3,F,X,10,10.6,1
8560,6,9501,9506,0.09,1,F,X,16,13,1
8561,0,9409,9702,0.18,1,F,0,10,10,1
8562,2,8903,9508,0.1,1,F,0,15,11.66,1
8563,3,9007,9603,0.23,3,F,X,15,7.35,1
8564,0,9502,9603,0.16,3,E,X,12,10.5,1
8565,4,9602,9602,0.07,1,F,0,20,20,1
8566,2,9401,9504,0.22,1,F,X,20,16.25,1
8567,4,9502,9601,0.11,2,F,0,15,14.33,1
8568,5,8802,9603,0.19,4,D,X,6,5.91,1
8569,0,9403,9603,0.34,4,D,X,7,5.63,1
8570,0,9303,9601,0.08,1,F,0,22,20.66,1
8571,3,9301,9506,0.1,1,F,0,15,11.5,1
8572,6,9602,9602,0.07,1,F,0,15,15,1
8573,2,9009,9506,0.31,1,E,X,11,6.3,1
8574,0,9201,9603,0.24,4,D,0,8,7.25,1
8575,2,9410,9506,0.08,1,F,0,20,15,1
8576,1,8909,9506,0.11,1,F,0,15,14.28,1
8577,2,9401,9512,0.25,4,F,0,15,7.25,1
8578,4,8609,9603,0.27,4,F,X,13,11.95,1
8579,3,9209,9509,0.27,4,E,X,10,7.15,1
8580,0,9301,9505,0.14,1,F,X,15,12.5,1
8581,5,8801,9511,0.27,3,F,X,15,8.2,1
8582,2,9009,9511,0.18,2,E,X,10,12.81,1
8583,3,9004,9601,0.15,1,F,X,15,9.11,1
8584,4,8702,9510,0.11,1,G,0,25,21.5,1
8585,0,9509,9601,0.11,2,F,0,15,10,1
8586,3,9507,9603,0.33,4,D,X,3,4.85,1
8587,5,9310,9512,0.13,2,F,0,24,15.4,1
8588,6,9402,9602,0.18,3,E,X,13,9,1
8589,6,9001,9602,0.17,2,E,X,13,9.72,1
8590,4,8712,9603,0.2,2,F,X,10,9.61,1
8591,5,9004,9701,0.25,4,D,X,7,4.85,1
8592,7,9009,9602,0.2,4,D,0,6,5.2,1
8593,2,9601,9603,0.13,2,F,0,15,12.5,1
8594,2,9009,9601,0.31,3,E,X,12,8.3,1
8595,0,9602,9602,0.07,1,F,0,15,15,1
8596,0,9302,9601,0.07,1,F,0,22,24,1
8597,2,9511,9511,0.08,1,F,0,15,15,1
8598,5,8801,9603,0.39,4,D,0,2,2.31,1
8599,6,9506,9506,0.06,1,F,0,20,20,1
8600,4,8803,9507,0.23,1,F,X,15,13.61,1
8601,7,9102,9601,0.19,2,E,X,14,10.81,1
8602,2,9103,9510,0.31,4,E,X,6,5.61,1
8603,1,8705,9606,0.41,3,D,X,7,5.84,1
8604,1,9601,9601,0.07,1,F,0,15,15,1
8605,0,9510,9512,0.11,2,F,X,15,10,1
8606,6,9202,9507,0.09,2,F,0,15,14.8,1
8607,5,8805,9507,0.14,1,F,0,17,8.16,1
8608,0,9506,9601,0.12,4,E,X,9,8.2,1
8609,0,8706,9603,0.25,4,E,X,8,6.27,1
8610,3,9506,9603,0.16,4,F,X,10,12.25,1
8611,7,8608,9512,0.21,1,F,X,16,6.57,1
8612,4,9310,9610,0.3,4,D,X,10,4,1
8613,0,8608,9603,0.48,4,D,X,3,2.58,1
8614,3,9410,9510,0.11,2,F,X,15,13.66,1
8615,4,9210,9511,0.12,1,F,X,20,11.66,1
8616,4,9409,9507,0.07,1,F,0,20,17.5,1
8617,4,9401,9702,0.22,3,E,X,10,7.84,1
8618,1,8910,9512,0.17,2,F,X,15,7.22,1
8619,0,8701,9603,0.16,1,E,X,10,10.27,1
8620,1,8702,9603,0.18,2,E,0,10,9.16,1
8621,6,9001,9603,0.2,3,G,X,20,18.46,1
8622,7,9409,9504,0.07,1,G,0,30,26.5,1
8623,0,9401,9511,0.46,2,F,0,20,15,1
8624,2,9502,9601,0.15,3,E,0,6,6.25,1
8625,0,9501,9509,0.16,3,E,X,10,7.5,1
8626,5,9410,9511,0.11,2,G,0,46,46.33,1
8627,0,8612,9602,0.28,2,E,X,10,10,1
8628,0,8610,9509,0.2,2,E,X,13,7.15,1
8629,5,8909,9601,0.21,4,F,X,16,11.21,1
8630,2,8701,9602,0.34,2,F,X,15,5.08,1
8631,5,9003,9512,0.15,1,F,X,16,10.55,1
8632,0,9009,9512,0.13,2,F,X,10,9.75,1
8633,6,9402,9512,0.22,4,E,X,6,7.87,1
8634,0,9312,9512,0.17,4,F,0,15,15,1
8635,6,8910,9511,0.14,1,F,0,20,17,1
8636,5,9309,9512,0.12,2,G,0,35,28,1
8637,3,9009,9601,0.15,3,E,X,10,11.33,1
8638,4,8909,9601,0.28,4,F,0,10,12.6,1
8639,0,8609,9603,0.41,4,D,X,3,4.84,1
8640,2,9202,9602,0.35,4,D,X,3,4,1
8641,5,9104,9511,0.22,2,E,X,11,8.53,1
8642,4,8910,9603,0.27,4,F,X,21,15.3,1
8643,6,9301,9603,0.3,4,F,X,16,9.33,1
8644,7,9106,9603,0.14,1,F,X,20,13.14,1
8645,0,9401,9512,0.3,4,E,X,10,6.2,1
8646,5,9601,9601,0.07,1,F,0,20,20,1
8647,0,9102,9603,0.26,4,D,X,5,3.75,1
8648,4,8612,9512,0.22,2,E,X,12,5.6,1
8649,3,9403,9510,0.1,1,F,0,15,11,1
8650,0,8801,9603,0.09,1,G,0,25,22.85,1
8651,0,9302,9511,0.12,1,F,0,15,8.25,1
8652,0,9509,9512,0.14,3,E,0,10,8.33,1
8653,3,9409,9509,0.11,1,F,X,15,12.33,1
8654,0,9301,9602,0.33,4,D,X,7,5.33,1
8655,1,9301,9603,0.35,4,D,X,6,5.76,1
8656,6,9209,9603,0.2,4,E,X,10,14.09,1
8657,2,8608,9506,0.25,1,E,X,12,7.61,1
8658,3,8702,9505,0.25,1,F,X,15,9.84,1
8659,4,9001,9601,0.25,4,D,X,7,6.33,1
8660,4,9309,9602,0.21,4,E,0,10,9,1
8661,7,9502,9602,0.24,4,E,X,7,6.5,1
8662,6,9201,9603,0.39,3,E,X,10,6.25,1
8663,2,8709,9509,0.52,3,D,X,5,4.04,1
8664,2,9209,9602,0.24,1,F,X,18,9.33,1
8665,1,9402,9602,0.25,4,D,X,3,4,1
8666,3,8701,9603,0.2,1,E,X,10,9.71,1
8667,2,9507,9507,0.06,1,F,0,15,15,1
8668,0,9602,9602,0.07,1,F,0,15,15,1
8669,4,8910,9601,0.15,1,G,X,27,15,1
8670,4,8610,9512,0.55,4,D,X,9,2.67,1
8671,2,8810,9701,0.13,1,F,X,28,14.58,1
8672,5,9501,9509,0.09,1,F,0,15,10,1
8673,2,8702,9512,0.19,4,G,X,26,17.73,1
8674,2,9402,9506,0.13,1,F,X,20,10,1
8675,7,9209,9512,0.22,4,D,0,5,4.22,1
8676,0,8703,9508,0.19,3,E,0,12,8.54,1
8677,5,8612,9601,0.26,3,D,X,5,4,1
8678,3,9601,9601,0.07,1,F,0,15,15,1
8679,2,8707,9611,0.21,2,F,X,7,9.55,1
8680,0,8609,9507,0.22,3,E,X,12,7.73,1
8681,0,9011,9701,0.45,4,F,X,10,9.97,1
8682,3,9310,9512,0.25,3,E,X,10,8.1,1
8683,2,8608,9505,0.33,1,E,X,10,3.58,1
8684,5,9210,9601,0.15,2,F,0,15,10.16,1
8685,7,9102,9601,0.22,4,D,X,5,6.25,1
8686,5,9507,9510,0.13,2,F,0,5,10,1
8687,3,9002,9601,0.21,2,E,X,14,10.28,1
8688,7,8608,9512,0.2,1,F,X,18,12,1
8689,4,9502,9602,0.17,3,E,X,10,7,1
8690,0,8710,9511,0.23,2,E,X,10,7.16,1
8691,5,9602,9602,0.07,1,F,0,15,15,1
8692,5,9301,9511,0.3,4,E,X,8,7.83,1
8693,5,9506,9512,0.13,3,E,0,10,10.66,1
8694,5,8807,9505,0.11,1,F,0,15,9.16,1
8695,4,9301,9504,0.15,1,F,0,15,10,1
8696,1,9101,9602,0.14,2,F,0,10,7.85,1
8697,6,9502,9512,0.25,4,E,X,8,7.66,1
8698,3,8812,9504,0.19,1,G,X,34,10,1
8699,4,8901,9511,0.11,1,F,0,19,11.28,1
8700,4,9210,9601,0.16,1,F,X,20,8.8,1
8701,7,9101,9602,0.22,3,E,0,12,9.75,1
8702,7,8703,9601,0.13,2,G,X,25,17.5,1
8703,2,8608,9602,0.21,4,E,0,10,5.56,1
8704,4,9010,9512,0.11,1,G,0,26,17.57,1
8705,2,8909,9512,0.18,1,F,X,15,7.54,1
8706,4,9201,9512,0.14,1,F,0,15,10.42,1
8707,6,9210,9601,0.13,2,F,0,15,13.16,1
8708,5,8610,9508,0.22,1,F,X,15,7.86,1
8709,0,9402,9602,0.23,3,E,X,10,5.87,1
8710,0,9506,9601,0.16,4,E,X,10,10,1
8711,0,9009,9601,0.11,2,G,0,10,21.33,1
8712,0,9501,9602,0.32,4,G,X,20,14.77,1
8713,2,9302,9603,0.23,2,F,X,15,6.33,1
8714,0,9411,9511,0.11,2,G,X,25,23.33,1
8715,6,9506,9602,0.13,3,G,0,20,20,1
8716,2,9501,9603,0.22,4,E,X,5,4.83,1
8717,7,9507,9603,0.16,3,F,0,10,13.33,1
8718,0,9311,9511,0.08,1,G,0,25,18.33,1
8719,2,8801,9602,0.37,2,F,X,18,11.31,1
8720,1,9001,9506,0.16,1,F,0,20,17.1,1
8721,0,9011,9601,0.1,1,F,0,15,11,1
8722,6,9009,9506,0.16,1,G,X,25,18.3,1
8723,3,9601,9601,0.07,1,F,0,15,15,1
8724,5,9409,9507,0.11,2,F,0,10,10,1
8725,7,8707,9603,0.2,3,F,X,15,12.07,1
8726,0,9501,9512,0.17,3,E,X,10,8.75,1
8727,0,9402,9602,0.35,4,E,X,5,5.71,1
8728,3,8703,9510,0.28,3,E,X,10,5.54,1
8729,3,8701,9601,0.33,1,E,X,12,7.63,1
8730,1,8801,9602,0.09,1,G,0,25,17.5,1
8731,7,8809,9507,0.11,1,F,0,20,14.42,1
8732,0,9401,9603,0.11,2,F,X,20,13.75,1
8733,4,9104,9602,0.2,4,G,0,26,19.83,1
8734,0,9401,9603,0.57,4,D,0,3,4.62,1
8735,4,8612,9504,0.28,1,E,X,10,6.35,1
8736,2,9201,9509,0.17,1,F,X,15,8.33,1
8737,2,8809,9602,0.28,3,E,X,10,7.42,1
8738,1,9401,9507,0.16,1,F,0,15,10.83,1
8739,0,9402,9510,0.15,2,F,X,20,15.33,1
8740,2,9309,9508,0.17,3,F,0,15,10.66,1
8741,2,9006,9505,0.14,1,F,0,15,10.85,1
8742,0,9506,9506,0.05,1,G,0,25,25,1
8743,4,9209,9602,0.15,3,F,X,15,11.42,1
8744,2,8704,9512,0.25,2,E,X,5,9.13,1
8745,7,9403,9512,0.1,2,F,0,22,15.4,1
8746,0,9407,9602,0.29,4,D,X,3,3.44,1
8747,4,8805,9601,0.23,4,F,X,20,11.25,1
8748,4,9510,9510,0.07,1,G,X,25,25,1
8749,0,9309,9602,0.64,3,F,0,10,7.88,1
8750,6,9105,9506,0.06,1,G,0,25,21.66,1
8751,0,9110,9601,0.18,3,E,X,12,8.22,1
8752,7,9507,9512,0.15,3,E,0,11,8.33,1
8753,0,8710,9602,0.11,1,F,X,20,12.25,1
8754,4,8807,9612,0.19,2,E,X,10,9.62,1
8755,0,8904,9602,0.2,4,E,X,10,9.15,1
8756,6,8909,9601,0.12,1,G,X,40,29,1
8757,2,8611,9504,0.25,1,F,X,15,7.15,1
8758,7,9111,9510,0.16,2,E,X,13,12.22,1
8759,0,8811,9512,0.12,2,F,0,15,9.28,1
8760,6,9602,9602,0.07,1,F,0,15,15,1
8761,5,8608,9508,0.17,1,E,X,10,13.15,1
8762,1,8910,9603,0.24,4,D,X,5,5,1
8763,2,9401,9508,0.14,1,F,X,20,16,1
8764,2,8906,9701,0.22,3,D,X,0,4.43,1
8765,6,9011,9510,0.25,2,E,X,10,11.06,1
8766,5,9001,9610,0.12,1,F,X,5,8.57,1
8767,3,8609,9507,0.19,1,E,X,10,9.64,1
8768,0,8608,9509,0.58,4,D,X,5,3.1,1
8769,6,9204,9603,0.15,2,F,0,10,8.28,1
8770,1,9009,9603,0.2,4,F,0,10,9.33,1
8771,2,9302,9510,0.21,3,E,0,10,7.66,1
8772,3,9101,9505,0.06,1,G,0,35,25,1
8773,5,8610,9509,0.29,1,E,X,14,8.21,1
8774,6,9309,9602,0.17,3,E,X,10,7,1
8775,3,9203,9602,0.16,3,F,X,15,13.44,1
8776,5,9110,9601,0.08,2,G,0,25,21.25,1
8777,3,8809,9512,0.19,1,G,X,25,26.95,1
8778,4,9010,9602,0.18,1,F,X,17,9.2,1
8779,1,8608,9603,0.54,4,D,X,2,2.62,1
8780,5,8909,9603,0.3,4,D,X,5,4.4,1
8781,4,9502,9603,0.23,4,E,X,5,5.83,1
8782,2,9004,9602,0.14,3,E,X,0,8.11,1
8783,5,9502,9509,0.15,2,F,X,10,11.66,1
8784,0,9209,9512,0.14,3,F,0,15,9.5,1
8785,6,8610,9603,0.48,4,D,X,3,4.26,1
8786,2,9102,9508,0.16,3,G,X,40,28.5,1
8787,2,8801,9601,0.3,1,E,X,12,8.95,1
8788,1,9410,9508,0.1,2,F,X,20,11.66,1
8789,0,8610,9509,0.41,4,D,X,6,4.34,1
8790,3,8701,9702,0.18,1,E,X,15,8.68,1
8791,0,8511,9509,0.22,1,E,X,11,8.56,1
8792,5,9506,9506,0.06,1,F,0,20,20,1
8793,0,9201,9601,0.09,1,G,0,50,32.08,1
8794,0,9409,9512,0.4,4,F,X,15,15,1
8795,1,8608,9603,0.32,4,E,X,6,6.29,1
8796,0,8704,9603,0.22,1,E,X,13,8.37,1
8797,4,9402,9508,0.3,3,F,X,7,8.11,1
8798,6,8802,9507,0.2,2,E,X,11,8.73,1
8799,0,9310,9508,0.17,3,E,0,9,7.2,1
8800,0,9111,9505,0.11,1,F,X,20,11.75,1
8801,2,9409,9603,0.18,4,E,0,10,7.8,1
8802,3,9311,9512,0.25,4,D,0,3,3.28,1
8803,2,9509,9509,0.05,1,G,0,25,25,1
8804,6,8910,9506,0.2,1,F,X,20,8,1
8805,5,8610,9512,0.21,1,E,X,14,8.06,1
8806,5,9208,9606,0.1,1,F,0,10,12,1
8807,3,9202,9511,0.26,3,D,X,7,6.14,1
8808,6,8608,9602,0.41,3,D,X,5,3.56,1
8809,7,9601,9601,0.07,1,F,0,15,15,1
8810,7,9408,9504,0.08,1,F,0,20,12.5,1
8811,0,8703,9509,0.21,3,E,X,10,6.42,1
8812,5,8801,9507,0.15,1,F,X,20,17.09,1
8813,4,8901,9602,0.19,2,E,X,12,8.91,1
8814,0,9509,9509,0.05,1,G,0,25,25,1
8815,4,9012,9512,0.11,1,F,0,17,13.8,1
8816,0,9302,9508,0.09,1,F,0,15,11.66,1
8817,5,8909,9611,0.23,1,E,X,11,10.22,1
8818,7,8801,9602,0.18,2,F,X,21,12.46,1
8819,7,9403,9602,0.15,3,E,X,10,6.4,1
8820,1,9010,9509,0.3,3,D,X,5,4.38,1
8821,0,8608,9603,0.21,4,D,X,5,6.92,1
8822,7,8804,9601,0.2,2,E,X,10,7.35,1
8823,7,8906,9602,0.11,1,F,0,15,7.16,1
8824,6,9106,9603,0.28,4,F,X,10,10,1
8825,6,8612,9506,0.25,1,E,X,10,5.52,1
8826,2,9409,9509,0.07,1,F,0,20,15,1
8827,5,9412,9603,0.12,2,F,0,15,12.33,1
8828,2,8612,9610,0.33,2,E,X,9,7.54,1
8829,7,9309,9603,0.3,4,D,X,4,6.18,1
8830,2,9506,9506,0.06,1,F,0,20,20,1
8831,3,8608,9511,0.3,2,E,X,10,7,1
8832,3,8909,9701,0.34,4,D,X,3,3.6,1
8833,3,9410,9602,0.24,4,G,X,50,33.57,1
8834,0,9201,9601,0.26,3,E,X,10,4.57,1
8835,7,9102,9601,0.21,4,D,X,5,5.09,1
8836,0,8703,9512,0.45,3,D,X,5,5,1
8837,3,8812,9601,0.38,4,E,X,10,7.34,1
8838,2,9104,9601,0.58,4,D,X,9,6.68,1
8839,0,9111,9504,0.2,1,F,0,17,13,1
8840,6,9402,9509,0.09,1,F,0,20,10.66,1
8841,6,9507,9603,0.18,3,E,0,10,10.66,1
8842,5,8907,9510,0.17,1,F,X,16,11.84,1
8843,7,8809,9505,0.09,1,F,0,24,15.2,1
8844,2,8809,9601,0.32,3,D,X,5,5.08,1
8845,4,9309,9601,0.25,3,E,X,5,6.6,1
8846,5,9102,9512,0.14,1,F,0,20,13,1
8847,2,9301,9506,0.27,1,F,X,20,19.23,1
8848,4,9104,9602,0.2,2,E,X,10,12.08,1
8849,1,9009,9602,0.22,4,E,0,10,5.27,1
8850,4,8609,9510,0.12,1,F,0,15,10,1
8851,2,9102,9702,0.26,3,E,X,10,8.05,1
8852,4,8612,9603,0.26,4,D,X,4,4.53,1
8853,5,9406,9602,0.26,4,D,X,5,4.88,1
8854,4,8702,9602,0.24,2,F,0,17,11.42,1
8855,5,9401,9504,0.16,1,F,X,20,12.2,1
8856,0,9102,9506,0.07,1,G,0,25,18.33,1
8857,1,9109,9602,0.24,4,D,0,6,5.28,1
8858,4,9209,9512,0.1,1,F,0,15,10.5,1
8859,4,9501,9603,0.16,3,E,0,10,11.25,1
8860,4,9102,9512,0.15,2,F,X,15,12.22,1
8861,6,9301,9508,0.1,1,F,X,16,12.5,1
8862,5,9101,9504,0.09,1,F,0,15,8.25,1
8863,4,9003,9509,0.13,2,F,X,20,15,1
8864,5,9501,9512,0.17,3,E,X,10,7,1
8865,2,8701,9602,0.22,3,D,X,5,6.07,1
8866,2,9102,9504,0.13,1,F,X,20,11.71,1
8867,4,9410,9603,0.15,3,E,0,10,11.25,1
8868,3,9402,9511,0.13,1,F,0,15,9,1
8869,1,8607,9512,0.49,4,D,X,6,5.56,1
8870,5,9410,9512,0.08,1,F,0,15,12.5,1
8871,5,9509,9603,0.18,3,E,0,10,8.66,1
8872,4,9012,9512,0.11,2,F,X,17,10.6,1
8873,7,9402,9601,0.12,2,F,0,20,9.5,1
8874,4,9112,9603,0.3,4,D,X,4,4.26,1
8875,7,8904,9603,0.45,4,D,X,6,6.29,1
8876,7,9201,9506,0.14,1,F,0,15,9,1
8877,2,9001,9603,0.25,4,F,X,10,9.72,1
8878,0,9210,9510,0.13,1,F,X,20,12.33,1
8879,3,9402,9603,0.22,4,E,X,10,8,1
8880,3,9106,9601,0.27,2,E,X,10,9.93,1
8881,5,8609,9508,0.17,2,E,X,10,8.83,1
8882,6,9501,9508,0.08,1,F,0,20,21.5,1
8883,3,9410,9511,0.15,3,E,0,10,8.75,1
8884,0,9511,9511,0.06,1,G,0,25,25,1
8885,5,9210,9512,0.11,2,G,0,25,19,1
8886,3,8802,9612,0.26,3,E,X,10,8.21,1
8887,5,9509,9602,0.11,2,F,0,16,13,1
8888,7,8702,9603,0.21,2,F,X,5,10.33,1
8889,5,9302,9511,0.2,2,F,0,17,12.66,1
8890,6,9301,9512,0.07,1,G,0,25,19,1
8891,0,8810,9601,0.22,4,G,X,22,14.82,1
8892,3,9401,9512,0.13,1,F,0,20,15,1
8893,4,9502,9512,0.09,1,F,0,20,12.5,1
8894,7,9009,9512,0.28,4,E,X,5,6.5,1
8895,7,9409,9512,0.1,1,F,X,17,15.66,1
8896,3,9502,9512,0.13,2,F,0,21,13,1
8897,7,8711,9510,0.27,1,E,X,10,5.2,1
8898,7,9001,9601,0.28,4,F,X,15,11.1,1
8899,0,8610,9601,0.14,1,F,X,18,9.66,1
8900,2,8910,9512,0.2,1,E,X,12,11,1
8901,0,9401,9602,0.17,3,E,X,10,7.33,1
8902,0,8801,9509,0.11,1,F,0,20,13.71,1
8903,2,8701,9601,0.26,4,D,X,2,4,1
8904,0,9402,9601,0.1,1,G,X,100,57.5,1
8905,5,9209,9603,0.15,3,E,X,5,6.28,1
8906,0,9201,9512,0.09,1,G,0,25,18.75,1
8907,3,9511,9511,0.06,1,F,0,20,20,1
8908,1,8812,9511,0.15,2,E,0,12,9.33,1
8909,0,9506,9512,0.13,3,F,0,20,15,1
8910,6,9309,9506,0.08,1,F,0,20,15,1
8911,3,9303,9504,0.1,1,F,0,15,11,1
8912,0,9506,9602,0.33,3,E,X,10,10,1
8913,6,8608,9508,0.2,1,F,X,17,10.06,1
8914,3,8910,9507,0.13,2,F,X,10,10.62,1
8915,5,9202,9510,0.27,4,D,X,8,6.15,1
8916,2,8809,9603,0.27,4,E,X,9,5.53,1
8917,3,9502,9603,0.13,2,F,0,10,11.66,1
8918,6,8608,9602,0.23,1,F,X,10,10.37,1
8919,2,8608,9603,0.48,2,G,X,10,14.35,1
8920,5,9506,9506,0.06,1,F,0,20,20,1
8921,4,9005,9601,0.13,1,G,X,25,12.75,1
8922,7,9601,9603,0.12,2,F,0,10,13,1
8923,0,9103,9602,0.24,3,F,0,10,11.25,1
8924,1,8809,9603,0.22,1,E,X,11,6.92,1
8925,5,9003,9510,0.12,2,F,X,19,12.57,1
8926,6,8905,9601,0.22,2,F,X,15,10.07,1
8927,2,8701,9512,0.34,4,E,X,10,5.07,1
8928,5,8609,9511,0.19,1,F,X,15,10.6,1
8929,6,9204,9601,0.14,2,F,X,20,16,1
8930,2,9507,9507,0.07,1,F,0,15,15,1
8931,2,8608,9601,0.29,4,E,X,5,5.44,1
8932,4,9112,9601,0.32,3,E,X,10,8.5,1
8933,1,9312,9512,0.16,3,E,0,10,7,1
8934,7,8809,9601,0.2,4,D,X,5,4.66,1
8935,4,9409,9510,0.16,4,E,X,12,11.4,1
8936,2,8610,9511,0.22,1,E,X,11,5.87,1
8937,5,9104,9603,0.2,3,E,0,10,8.27,1
8938,0,9002,9602,0.18,4,D,0,5,5,1
8939,0,9002,9510,0.41,3,D,X,5,3.57,1
8940,1,9301,9504,0.08,1,G,0,25,13.66,1
8941,0,8911,9507,0.16,3,F,X,15,16.36,1
8942,0,8612,9512,0.13,1,F,0,21,12.55,1
